question_id,question_type,ticker,year,status,matched_chunk_ids,score,evidence_valid
MSFT_2025_EXPLANATION_c48f1b3e,explanation,MSFT,,remapped_exact,MSFT_2025_MSFT_Microsoft_2025_10K_cd44566e_narrative_0061,1.1,True
MSFT_2025_EXPLANATION_afcbe3cd,explanation,MSFT,,remapped_exact,MSFT_2025_MSFT_Microsoft_2025_10K_cd44566e_narrative_0063,1.1,True
MSFT_2025_EXPLANATION_647e17e8,explanation,MSFT,,remapped_exact,MSFT_2025_MSFT_Microsoft_2025_10K_cd44566e_narrative_0121,1.1,True
MSFT_2025_EXPLANATION_6b0ca056,explanation,MSFT,,remapped_exact,MSFT_2025_MSFT_Microsoft_2025_10K_cd44566e_narrative_0130,1.1,True
MSFT_2025_EXPLANATION_ff667c79,explanation,MSFT,,remapped_exact,MSFT_2025_MSFT_Microsoft_2025_10K_cd44566e_narrative_0137,1.1,True
MSFT_2025_EXPLANATION_8b2fb4f8,explanation,MSFT,,remapped_exact,MSFT_2025_MSFT_Microsoft_2025_10K_cd44566e_narrative_0147,1.1,True
MSFT_2025_EXPLANATION_668153d9,explanation,MSFT,,remapped_exact,MSFT_2025_MSFT_Microsoft_2025_10K_cd44566e_narrative_0152,1.1,True
MSFT_2025_EXPLANATION_0c64e0be,explanation,MSFT,,remapped_exact,MSFT_2025_MSFT_Microsoft_2025_10K_cd44566e_narrative_0155,1.1,True
MSFT_2025_EXPLANATION_e5b8e964,explanation,MSFT,,remapped_exact,MSFT_2025_MSFT_Microsoft_2025_10K_cd44566e_narrative_0171,1.1,True
NVDA_2025_EXPLANATION_8aa743b2,explanation,NVDA,,remapped_exact,NVDA_2025_NVDA_NVIDIA_2025_10K_1c1d8239_narrative_0078,1.1,True
NVDA_2025_EXPLANATION_99eedec1,explanation,NVDA,,remapped_exact,NVDA_2025_NVDA_NVIDIA_2025_10K_1c1d8239_narrative_0119,1.1,True
NVDA_2025_EXPLANATION_3b5d0035,explanation,NVDA,,remapped_exact,NVDA_2025_NVDA_NVIDIA_2025_10K_1c1d8239_narrative_0123,1.1,True
NVDA_2025_EXPLANATION_0d8250a7,explanation,NVDA,,remapped_exact,NVDA_2025_NVDA_NVIDIA_2025_10K_1c1d8239_narrative_0158,1.1,True
NVDA_2025_EXPLANATION_6401f5ac,explanation,NVDA,,remapped_exact,NVDA_2025_NVDA_NVIDIA_2025_10K_1c1d8239_narrative_0165,1.1,True
NVDA_2025_EXPLANATION_ebf2a7e1,explanation,NVDA,,remapped_fuzzy,NVDA_2025_NVDA_NVIDIA_2025_10K_1c1d8239_narrative_0170,0.6333,True
NVDA_2025_EXPLANATION_b7b3c446,explanation,NVDA,,remapped_exact,NVDA_2025_NVDA_NVIDIA_2025_10K_1c1d8239_narrative_0172,1.1,True
NVDA_2025_EXPLANATION_377f9e0a,explanation,NVDA,,remapped_exact,NVDA_2025_NVDA_NVIDIA_2025_10K_1c1d8239_narrative_0176,1.1,True
NVDA_2025_EXPLANATION_d337edb5,explanation,NVDA,,remapped_exact,NVDA_2025_NVDA_NVIDIA_2025_10K_1c1d8239_narrative_0181,1.1,True
NVDA_2025_EXPLANATION_0c6f3bb2,explanation,NVDA,,remapped_exact,NVDA_2025_NVDA_NVIDIA_2025_10K_1c1d8239_narrative_0185,1.1,True
TSLA_2025_EXPLANATION_8081c204,explanation,TSLA,,remapped_exact,TSLA_2025_TSLA_Tesla_2025_10K_4694b3e3_narrative_0069,1.1,True
TSLA_2025_EXPLANATION_fe914ed3,explanation,TSLA,,remapped_exact,TSLA_2025_TSLA_Tesla_2025_10K_4694b3e3_narrative_0109,1.1,True
TSLA_2025_EXPLANATION_842612a8,explanation,TSLA,,remapped_exact,TSLA_2025_TSLA_Tesla_2025_10K_4694b3e3_narrative_0110,1.1,True
TSLA_2025_EXPLANATION_3e28e215,explanation,TSLA,,remapped_exact,TSLA_2025_TSLA_Tesla_2025_10K_4694b3e3_narrative_0134,1.1,True
TSLA_2025_EXPLANATION_82769cab,explanation,TSLA,,remapped_exact,TSLA_2025_TSLA_Tesla_2025_10K_4694b3e3_narrative_0136,1.1,True
TSLA_2025_EXPLANATION_e7fcf007,explanation,TSLA,,remapped_exact,TSLA_2025_TSLA_Tesla_2025_10K_4694b3e3_narrative_0145,1.1,True
TSLA_2025_EXPLANATION_3c4c46be,explanation,TSLA,,remapped_exact,TSLA_2025_TSLA_Tesla_2025_10K_4694b3e3_narrative_0146,1.1,True
TSLA_2025_EXPLANATION_a917c532,explanation,TSLA,,remapped_exact,TSLA_2025_TSLA_Tesla_2025_10K_4694b3e3_narrative_0159,1.1,True
TSLA_2025_EXPLANATION_593c9163,explanation,TSLA,,remapped_exact,TSLA_2025_TSLA_Tesla_2025_10K_4694b3e3_narrative_0200,1.1,True
TSLA_2025_EXPLANATION_c7f5bf86,explanation,TSLA,,remapped_exact,TSLA_2025_TSLA_Tesla_2025_10K_4694b3e3_narrative_0202,1.1,True
TSLA_2025_EXPLANATION_7c0157a3,explanation,TSLA,,remapped_exact,TSLA_2025_TSLA_Tesla_2025_10K_4694b3e3_narrative_0204,1.1,True
AAPL_2025_RISK_FACTOR_9f59e05b,risk_factor,AAPL,,remapped_fuzzy,AAPL_2025_AAPL_Apple_2025_10K_39055237_narrative_0027,0.9676,True
AAPL_2025_RISK_FACTOR_81eb32b4,risk_factor,AAPL,,remapped_exact,AAPL_2025_AAPL_Apple_2025_10K_39055237_narrative_0045,1.07,True
AAPL_2025_TEXT_FACT_204adb9c,text_fact,AAPL,,remapped_exact,AAPL_2025_AAPL_Apple_2025_10K_39055237_narrative_0060,1.1,True
AAPL_2025_RISK_FACTOR_8cf2fe55,risk_factor,AAPL,,remapped_exact,AAPL_2025_AAPL_Apple_2025_10K_39055237_narrative_0062,1.1,True
AAPL_2025_RISK_FACTOR_e08e633c,risk_factor,AAPL,,remapped_exact,AAPL_2025_AAPL_Apple_2025_10K_39055237_narrative_0064,1.1,True
AAPL_2025_RISK_FACTOR_072f4424,risk_factor,AAPL,,remapped_exact,AAPL_2025_AAPL_Apple_2025_10K_39055237_narrative_0064,1.1,True
AAPL_2025_EXPLANATION_bfbe8dc6,explanation,AAPL,,remapped_exact,AAPL_2025_AAPL_Apple_2025_10K_39055237_narrative_0067,1.1,True
AAPL_2025_RISK_FACTOR_1a730762,risk_factor,AAPL,,remapped_exact,AAPL_2025_AAPL_Apple_2025_10K_39055237_narrative_0092,1.1,True
AAPL_2025_RISK_FACTOR_af50fddd,risk_factor,AAPL,,remapped_exact,AAPL_2025_AAPL_Apple_2025_10K_39055237_narrative_0096,1.1,True
AAPL_2025_EXPLANATION_62304c77,explanation,AAPL,,remapped_exact,AAPL_2025_AAPL_Apple_2025_10K_39055237_narrative_0101,1.1,True
AAPL_2025_EXPLANATION_3d5918d4,explanation,AAPL,,remapped_exact,AAPL_2025_AAPL_Apple_2025_10K_39055237_narrative_0102,1.1,True
AAPL_2025_EXPLANATION_6b161f9b,explanation,AAPL,,remapped_exact,AAPL_2025_AAPL_Apple_2025_10K_39055237_narrative_0107,1.1,True
AAPL_2025_EXPLANATION_4eed27ac,explanation,AAPL,,remapped_exact,AAPL_2025_AAPL_Apple_2025_10K_39055237_narrative_0111,1.1,True
AAPL_2025_EXPLANATION_1ff08f6f,explanation,AAPL,,remapped_exact,AAPL_2025_AAPL_Apple_2025_10K_39055237_narrative_0117,1.1,True
AMZN_2025_RISK_FACTOR_ab7b3224,risk_factor,AMZN,,remapped_exact,AMZN_2025_AMZN_Amazon_2025_10K_56269949_narrative_0043,1.1,True
AMZN_2025_RISK_FACTOR_5bb7b0a2,risk_factor,AMZN,,remapped_exact,AMZN_2025_AMZN_Amazon_2025_10K_56269949_narrative_0046,1.1,True
AMZN_2025_RISK_FACTOR_4ad5f7ac,risk_factor,AMZN,,remapped_exact,AMZN_2025_AMZN_Amazon_2025_10K_56269949_narrative_0047,1.1,True
AMZN_2025_RISK_FACTOR_8157b639,risk_factor,AMZN,,remapped_exact,AMZN_2025_AMZN_Amazon_2025_10K_56269949_narrative_0051,1.1,True
AMZN_2025_RISK_FACTOR_d8c668d6,risk_factor,AMZN,,remapped_exact,AMZN_2025_AMZN_Amazon_2025_10K_56269949_narrative_0060,1.1,True
AMZN_2025_TEXT_FACT_64b87720,text_fact,AMZN,,remapped_exact,AMZN_2025_AMZN_Amazon_2025_10K_56269949_narrative_0062,1.1,True
AMZN_2025_RISK_FACTOR_71eaaa2f,risk_factor,AMZN,,remapped_exact,AMZN_2025_AMZN_Amazon_2025_10K_56269949_narrative_0062,1.1,True
AMZN_2025_RISK_FACTOR_b57e92f7,risk_factor,AMZN,,remapped_exact,AMZN_2025_AMZN_Amazon_2025_10K_56269949_narrative_0063,1.1,True
AMZN_2025_EXPLANATION_253f640f,explanation,AMZN,,remapped_exact,AMZN_2025_AMZN_Amazon_2025_10K_56269949_narrative_0069,1.1,True
AMZN_2025_EXPLANATION_30b6e4f1,explanation,AMZN,,remapped_exact,AMZN_2025_AMZN_Amazon_2025_10K_56269949_narrative_0072,1.1,True
AMZN_2025_EXPLANATION_8404526c,explanation,AMZN,,remapped_exact,AMZN_2025_AMZN_Amazon_2025_10K_56269949_narrative_0074,1.1,True
AMZN_2025_EXPLANATION_093f6723,explanation,AMZN,,remapped_exact,AMZN_2025_AMZN_Amazon_2025_10K_56269949_narrative_0076,1.1,True
AMZN_2025_EXPLANATION_006ee996,explanation,AMZN,,remapped_exact,AMZN_2025_AMZN_Amazon_2025_10K_56269949_narrative_0081,1.1,True
GOOG_2025_TEXT_FACT_fab81c0d,text_fact,GOOG,,remapped_exact,GOOG_2025_GOOG_Google_2025_10K_6c3aa20a_narrative_0050,1.07,True
GOOG_2025_RISK_FACTOR_7e8b964a,risk_factor,GOOG,,remapped_exact,GOOG_2025_GOOG_Google_2025_10K_6c3aa20a_narrative_0050,1.07,True
GOOG_2025_RISK_FACTOR_eec252f4,risk_factor,GOOG,,remapped_exact,GOOG_2025_GOOG_Google_2025_10K_6c3aa20a_narrative_0051,1.07,True
GOOG_2025_RISK_FACTOR_e4deaa52,risk_factor,GOOG,,remapped_exact,GOOG_2025_GOOG_Google_2025_10K_6c3aa20a_narrative_0075,1.1,True
GOOG_2025_RISK_FACTOR_38084cc0,risk_factor,GOOG,,remapped_exact,GOOG_2025_GOOG_Google_2025_10K_6c3aa20a_narrative_0077,1.1,True
GOOG_2025_RISK_FACTOR_12ee8f85,risk_factor,GOOG,,remapped_exact,GOOG_2025_GOOG_Google_2025_10K_6c3aa20a_narrative_0080,1.1,True
GOOG_2025_RISK_FACTOR_a51ee64b,risk_factor,GOOG,,remapped_exact,GOOG_2025_GOOG_Google_2025_10K_6c3aa20a_narrative_0082,1.1,True
GOOG_2025_RISK_FACTOR_8deb3c58,risk_factor,GOOG,,remapped_exact,GOOG_2025_GOOG_Google_2025_10K_6c3aa20a_narrative_0082,1.1,True
GOOG_2025_EXPLANATION_50787cde,explanation,GOOG,,remapped_exact,GOOG_2025_GOOG_Google_2025_10K_6c3aa20a_narrative_0106,1.1,True
GOOG_2025_EXPLANATION_fdcdb5cb,explanation,GOOG,,remapped_exact,GOOG_2025_GOOG_Google_2025_10K_6c3aa20a_narrative_0112,1.1,True
GOOG_2025_EXPLANATION_2eac4da9,explanation,GOOG,,remapped_exact,GOOG_2025_GOOG_Google_2025_10K_6c3aa20a_narrative_0118,1.1,True
GOOG_2025_EXPLANATION_fc59225c,explanation,GOOG,,remapped_exact,GOOG_2025_GOOG_Google_2025_10K_6c3aa20a_narrative_0120,1.1,True
GOOG_2025_EXPLANATION_9c13e2f3,explanation,GOOG,,remapped_exact,GOOG_2025_GOOG_Google_2025_10K_6c3aa20a_narrative_0120,1.1,True
GOOG_2025_EXPLANATION_a5131c3a,explanation,GOOG,,remapped_exact,GOOG_2025_GOOG_Google_2025_10K_6c3aa20a_narrative_0127,1.1,True
META_2025_RISK_FACTOR_b652464e,risk_factor,META,,remapped_exact,META_2025_META_Meta_2025_10K_2d479b16_narrative_0036,1.07,True
META_2025_EXPLANATION_93c8465c,explanation,META,,remapped_exact,META_2025_META_Meta_2025_10K_2d479b16_narrative_0039,1.07,True
META_2025_EXPLANATION_92a5497a,explanation,META,,remapped_exact,META_2025_META_Meta_2025_10K_2d479b16_narrative_0040,1.07,True
META_2025_EXPLANATION_ac2b1231,explanation,META,,remapped_exact,META_2025_META_Meta_2025_10K_2d479b16_narrative_0041,1.07,True
META_2025_RISK_FACTOR_7475952c,risk_factor,META,,remapped_exact,META_2025_META_Meta_2025_10K_2d479b16_narrative_0044,1.07,True
META_2025_EXPLANATION_62b60d7d,explanation,META,,remapped_exact,META_2025_META_Meta_2025_10K_2d479b16_narrative_0047,1.07,True
META_2025_TEXT_FACT_4fce5aee,text_fact,META,,remapped_exact,META_2025_META_Meta_2025_10K_2d479b16_narrative_0055,1.1,True
META_2025_EXPLANATION_e41ba779,explanation,META,,remapped_exact,META_2025_META_Meta_2025_10K_2d479b16_narrative_0056,1.1,True
META_2025_RISK_FACTOR_de301aae,risk_factor,META,,remapped_exact,META_2025_META_Meta_2025_10K_2d479b16_narrative_0064,1.1,True
META_2025_EXPLANATION_1545428e,explanation,META,,remapped_exact,META_2025_META_Meta_2025_10K_2d479b16_narrative_0064,1.1,True
META_2025_RISK_FACTOR_b7d807c8,risk_factor,META,,remapped_exact,META_2025_META_Meta_2025_10K_2d479b16_narrative_0066,1.1,True
META_2025_RISK_FACTOR_4d978206,risk_factor,META,,remapped_exact,META_2025_META_Meta_2025_10K_2d479b16_narrative_0071,1.1,True
META_2025_RISK_FACTOR_1bff9597,risk_factor,META,,remapped_exact,META_2025_META_Meta_2025_10K_2d479b16_narrative_0073,1.1,True
META_2025_RISK_FACTOR_483489d1,risk_factor,META,,remapped_exact,META_2025_META_Meta_2025_10K_2d479b16_narrative_0081,1.1,True
MSFT_2025_RISK_FACTOR_08bec504,risk_factor,MSFT,,remapped_exact,MSFT_2025_MSFT_Microsoft_2025_10K_cd44566e_narrative_0046,1.07,True
MSFT_2025_EXPLANATION_48eb86bc,explanation,MSFT,,remapped_exact,MSFT_2025_MSFT_Microsoft_2025_10K_cd44566e_narrative_0047,1.07,True
MSFT_2025_RISK_FACTOR_6cec5522,risk_factor,MSFT,,remapped_exact,MSFT_2025_MSFT_Microsoft_2025_10K_cd44566e_narrative_0047,1.07,True
MSFT_2025_TEXT_FACT_c26a6a07,text_fact,MSFT,,remapped_exact,MSFT_2025_MSFT_Microsoft_2025_10K_cd44566e_narrative_0049,1.1,True
MSFT_2025_EXPLANATION_729d786a,explanation,MSFT,,remapped_exact,MSFT_2025_MSFT_Microsoft_2025_10K_cd44566e_narrative_0057,1.1,True
MSFT_2025_RISK_FACTOR_7f10ca6a,risk_factor,MSFT,,remapped_exact,MSFT_2025_MSFT_Microsoft_2025_10K_cd44566e_narrative_0062,1.1,True
MSFT_2025_EXPLANATION_c91a9d4c,explanation,MSFT,,remapped_exact,MSFT_2025_MSFT_Microsoft_2025_10K_cd44566e_narrative_0061,1.1,True
MSFT_2025_EXPLANATION_18a8256a,explanation,MSFT,,remapped_exact,MSFT_2025_MSFT_Microsoft_2025_10K_cd44566e_narrative_0063,1.1,True
MSFT_2025_RISK_FACTOR_d84cac53,risk_factor,MSFT,,remapped_exact,MSFT_2025_MSFT_Microsoft_2025_10K_cd44566e_narrative_0063,1.1,True
MSFT_2025_RISK_FACTOR_0e8339ad,risk_factor,MSFT,,remapped_exact,MSFT_2025_MSFT_Microsoft_2025_10K_cd44566e_narrative_0068,1.1,True
MSFT_2025_RISK_FACTOR_3d7412ec,risk_factor,MSFT,,remapped_exact,MSFT_2025_MSFT_Microsoft_2025_10K_cd44566e_narrative_0073,1.1,True
MSFT_2025_RISK_FACTOR_276f6a64,risk_factor,MSFT,,remapped_exact,MSFT_2025_MSFT_Microsoft_2025_10K_cd44566e_narrative_0079,1.1,True
MSFT_2025_EXPLANATION_edeb0811,explanation,MSFT,,remapped_exact,MSFT_2025_MSFT_Microsoft_2025_10K_cd44566e_narrative_0121,1.1,True
MSFT_2025_EXPLANATION_c0d3adda,explanation,MSFT,,remapped_exact,MSFT_2025_MSFT_Microsoft_2025_10K_cd44566e_narrative_0130,1.1,True
NVDA_2025_RISK_FACTOR_2b6cc1dd,risk_factor,NVDA,,remapped_exact,NVDA_2025_NVDA_NVIDIA_2025_10K_1c1d8239_narrative_0044,1.07,True
NVDA_2025_RISK_FACTOR_6df6ea90,risk_factor,NVDA,,remapped_exact,NVDA_2025_NVDA_NVIDIA_2025_10K_1c1d8239_narrative_0046,1.07,True
NVDA_2025_RISK_FACTOR_00bbe56c,risk_factor,NVDA,,remapped_exact,NVDA_2025_NVDA_NVIDIA_2025_10K_1c1d8239_narrative_0047,1.07,True
NVDA_2025_TEXT_FACT_1c061d51,text_fact,NVDA,,remapped_exact,NVDA_2025_NVDA_NVIDIA_2025_10K_1c1d8239_narrative_0072,1.1,True
NVDA_2025_RISK_FACTOR_8d366972,risk_factor,NVDA,,remapped_exact,NVDA_2025_NVDA_NVIDIA_2025_10K_1c1d8239_narrative_0074,1.1,True
NVDA_2025_EXPLANATION_853722c2,explanation,NVDA,,remapped_exact,NVDA_2025_NVDA_NVIDIA_2025_10K_1c1d8239_narrative_0078,1.1,True
NVDA_2025_RISK_FACTOR_c87c11e0,risk_factor,NVDA,,remapped_exact,NVDA_2025_NVDA_NVIDIA_2025_10K_1c1d8239_narrative_0102,1.1,True
NVDA_2025_RISK_FACTOR_3b8a2d15,risk_factor,NVDA,,remapped_exact,NVDA_2025_NVDA_NVIDIA_2025_10K_1c1d8239_narrative_0103,1.1,True
NVDA_2025_RISK_FACTOR_0537a409,risk_factor,NVDA,,remapped_exact,NVDA_2025_NVDA_NVIDIA_2025_10K_1c1d8239_narrative_0109,1.1,True
NVDA_2025_EXPLANATION_f6e0d7b8,explanation,NVDA,,remapped_exact,NVDA_2025_NVDA_NVIDIA_2025_10K_1c1d8239_narrative_0119,1.1,True
NVDA_2025_EXPLANATION_00d94485,explanation,NVDA,,remapped_exact,NVDA_2025_NVDA_NVIDIA_2025_10K_1c1d8239_narrative_0123,1.1,True
NVDA_2025_EXPLANATION_f213f587,explanation,NVDA,,remapped_exact,NVDA_2025_NVDA_NVIDIA_2025_10K_1c1d8239_narrative_0158,1.1,True
NVDA_2025_EXPLANATION_86aa6987,explanation,NVDA,,remapped_exact,NVDA_2025_NVDA_NVIDIA_2025_10K_1c1d8239_narrative_0165,1.1,True
NVDA_2025_EXPLANATION_74074ecc,explanation,NVDA,,remapped_fuzzy,NVDA_2025_NVDA_NVIDIA_2025_10K_1c1d8239_narrative_0170,0.6333,True
TSLA_2025_RISK_FACTOR_20a1dcee,risk_factor,TSLA,,remapped_exact,TSLA_2025_TSLA_Tesla_2025_10K_4694b3e3_narrative_0040,1.07,True
TSLA_2025_TEXT_FACT_805a8c23,text_fact,TSLA,,remapped_exact,TSLA_2025_TSLA_Tesla_2025_10K_4694b3e3_narrative_0048,1.1,True
TSLA_2025_RISK_FACTOR_af85d991,risk_factor,TSLA,,remapped_exact,TSLA_2025_TSLA_Tesla_2025_10K_4694b3e3_narrative_0068,1.1,True
TSLA_2025_EXPLANATION_45b395dd,explanation,TSLA,,remapped_exact,TSLA_2025_TSLA_Tesla_2025_10K_4694b3e3_narrative_0069,1.1,True
TSLA_2025_RISK_FACTOR_7ba0a984,risk_factor,TSLA,,remapped_exact,TSLA_2025_TSLA_Tesla_2025_10K_4694b3e3_narrative_0077,1.1,True
TSLA_2025_RISK_FACTOR_9b8930b2,risk_factor,TSLA,,remapped_exact,TSLA_2025_TSLA_Tesla_2025_10K_4694b3e3_narrative_0081,1.1,True
TSLA_2025_RISK_FACTOR_c7dfdf36,risk_factor,TSLA,,remapped_exact,TSLA_2025_TSLA_Tesla_2025_10K_4694b3e3_narrative_0083,1.1,True
TSLA_2025_RISK_FACTOR_5eab0026,risk_factor,TSLA,,remapped_fuzzy,TSLA_2025_TSLA_Tesla_2025_10K_4694b3e3_narrative_0085,0.9,True
TSLA_2025_RISK_FACTOR_f1353ad4,risk_factor,TSLA,,remapped_exact,TSLA_2025_TSLA_Tesla_2025_10K_4694b3e3_narrative_0086,1.1,True
TSLA_2025_EXPLANATION_3fb81ed0,explanation,TSLA,,remapped_exact,TSLA_2025_TSLA_Tesla_2025_10K_4694b3e3_narrative_0109,1.1,True
TSLA_2025_EXPLANATION_dc3463e8,explanation,TSLA,,remapped_exact,TSLA_2025_TSLA_Tesla_2025_10K_4694b3e3_narrative_0110,1.1,True
TSLA_2025_EXPLANATION_485e4855,explanation,TSLA,,remapped_exact,TSLA_2025_TSLA_Tesla_2025_10K_4694b3e3_narrative_0134,1.1,True
TSLA_2025_EXPLANATION_50fe3de2,explanation,TSLA,,remapped_exact,TSLA_2025_TSLA_Tesla_2025_10K_4694b3e3_narrative_0136,1.1,True
TSLA_2025_EXPLANATION_41eb91f9,explanation,TSLA,,remapped_exact,TSLA_2025_TSLA_Tesla_2025_10K_4694b3e3_narrative_0145,1.1,True
AAPL_2025_NEG_75847ad0,negative,AAPL,,negative,,,True
AAPL_2025_NEG_674bd902,negative,AAPL,,negative,,,True
AAPL_2025_NEG_7e8e74b0,negative,AAPL,,negative,,,True
AMZN_2025_NEG_458ad26a,negative,AMZN,,negative,,,True
AMZN_2025_NEG_dabc4c5f,negative,AMZN,,negative,,,True
AMZN_2025_NEG_b675448b,negative,AMZN,,negative,,,True
NVDA_2025_NEG_aa776add,negative,NVDA,,negative,,,True
NVDA_2025_NEG_505fc59b,negative,NVDA,,negative,,,True
NVDA_2025_NEG_95bdd262,negative,NVDA,,negative,,,True
AMZN_2025_NEG_83fdf857,negative,AMZN,,negative,,,True
GOOG_2025_NEG_b1aa6344,negative,GOOG,,negative,,,True
META_2025_NEG_0cf3d24e,negative,META,,negative,,,True
MSFT_2025_NEG_4f179d60,negative,MSFT,,negative,,,True
TSLA_2025_NEG_36ca4e71,negative,TSLA,,negative,,,True
